ticker,count,min,max,median,mean,std
DUSA,194,0.025,0.898,0.177,0.212,0.142
DVAX,194,0.544,1.0,1.0,0.992,0.047
DVCR,17,0.012,0.607,0.075,0.103,0.145
DVLU,186,0.012,0.43,0.056,0.072,0.061
DVOL,194,0.05,0.962,0.316,0.337,0.131
DVY,194,0.544,1.0,1.0,0.991,0.048
DWAQ,131,0.012,0.291,0.063,0.071,0.053
DWAS,194,0.025,0.86,0.329,0.36,0.143
DWAT,122,0.012,0.164,0.018,0.026,0.022
DWAW,76,0.012,0.227,0.037,0.053,0.045
DWCR,48,0.012,0.088,0.012,0.02,0.015
DWEQ,77,0.012,0.265,0.025,0.054,0.057
DWFI,194,0.063,0.632,0.164,0.189,0.098
DWIN,137,0.012,0.594,0.113,0.128,0.094
DWLD,194,0.126,0.835,0.329,0.363,0.153
DWMC,170,0.012,0.24,0.012,0.021,0.022
DWPP,193,0.012,0.392,0.113,0.127,0.073
DWSH,194,0.101,1.0,0.347,0.466,0.274
DWSN,194,0.075,0.835,0.354,0.375,0.154
DWTR,136,0.025,0.43,0.113,0.126,0.067
DWUS,74,0.012,0.202,0.037,0.046,0.044
DXCM,194,0.556,1.0,1.0,0.992,0.047
DXGE,177,0.012,0.822,0.05,0.067,0.091
DXJS,193,0.012,0.392,0.088,0.105,0.066
DXLG,194,0.063,0.962,0.43,0.457,0.22
DXPE,194,0.189,1.0,0.683,0.691,0.157
DXYN,194,0.05,0.936,0.284,0.325,0.182
DYAI,194,0.291,1.0,0.746,0.723,0.163
DYNT,190,0.012,1.0,0.265,0.412,0.361
DYSL,17,0.012,0.455,0.101,0.159,0.133
DZSI,194,0.278,0.987,0.658,0.646,0.156
EA,194,0.556,1.0,1.0,0.993,0.045
EARS,194,0.177,0.987,0.518,0.532,0.177
EAST,194,0.088,0.822,0.36,0.363,0.15
EBAY,194,0.544,1.0,1.0,0.993,0.045
EBAYL,194,0.24,0.987,0.537,0.557,0.178
EBIX,194,0.544,1.0,1.0,0.982,0.051
EBIZ,180,0.012,0.962,0.05,0.098,0.115
EBMT,194,0.012,0.734,0.215,0.245,0.153
EBSB,194,0.468,1.0,0.911,0.884,0.104
EBTC,194,0.012,0.594,0.151,0.177,0.097
ECHO,194,0.455,1.0,0.949,0.936,0.073
ECOL,194,0.43,1.0,0.911,0.884,0.104
ECOLW,97,0.012,0.379,0.101,0.115,0.089
ECOR,194,0.253,1.0,0.784,0.764,0.178
ECOW,115,0.012,0.113,0.012,0.025,0.02
ECPG,194,0.468,1.0,0.974,0.95,0.068
EDAP,194,0.164,1.0,0.67,0.664,0.221
EDIT,194,0.544,1.0,1.0,0.992,0.046
EDNT,194,0.012,1.0,0.189,0.272,0.24
EDRY,156,0.012,0.367,0.037,0.041,0.039
EDSA,194,0.012,1.0,0.227,0.28,0.189
EDTX,65,0.012,0.898,0.025,0.056,0.115
EDTXU,39,0.012,0.088,0.012,0.025,0.021
EDTXW,115,0.012,0.43,0.025,0.051,0.069
EDUC,194,0.012,0.582,0.151,0.181,0.109
EEFT,194,0.506,1.0,1.0,0.984,0.053
EEI,82,0.012,0.569,0.081,0.114,0.101
EEMA,194,0.101,0.974,0.335,0.409,0.234
EFAS,193,0.012,0.265,0.075,0.079,0.046
EFBI,39,0.012,0.063,0.012,0.02,0.013
EFOI,194,0.139,1.0,0.544,0.534,0.215
EFSC,194,0.354,0.987,0.86,0.82,0.116
EGAN,194,0.341,1.0,0.86,0.828,0.124
EGBN,194,0.455,1.0,0.962,0.94,0.072
EGLE,194,0.544,1.0,0.974,0.961,0.059
EGOV,194,0.518,1.0,1.0,0.978,0.053
EGRX,194,0.443,1.0,0.911,0.896,0.076
EH,101,0.088,0.987,0.379,0.424,0.238
EHTH,194,0.544,1.0,1.0,0.99,0.049
EIDX,194,0.392,1.0,0.822,0.809,0.125
EIGI,194,0.417,1.0,0.987,0.959,0.069
EIGR,194,0.455,1.0,0.886,0.867,0.106
EKSO,194,0.455,1.0,0.886,0.836,0.146
ELGX,194,0.417,1.0,0.848,0.816,0.126
ELOX,194,0.367,1.0,0.772,0.767,0.144
ELSE,142,0.012,0.215,0.025,0.038,0.034
ELTK,194,0.05,1.0,0.322,0.37,0.203
EMB,194,0.556,1.0,1.0,0.993,0.047
EMCB,165,0.012,0.354,0.037,0.044,0.041
EMCF,142,0.012,0.278,0.037,0.055,0.044
EMCG,193,0.012,0.443,0.063,0.086,0.07
EMCI,22,0.164,0.658,0.322,0.348,0.135
EMIF,185,0.012,0.708,0.063,0.077,0.084
EMKR,194,0.139,0.962,0.455,0.484,0.182
EML,194,0.012,0.607,0.164,0.173,0.093
EMMA,22,0.164,0.924,0.626,0.608,0.188
EMMAW,10,0.012,0.037,0.012,0.018,0.01
EMMS,193,0.012,0.987,0.189,0.233,0.176
EMXC,191,0.012,0.43,0.088,0.112,0.084
ENDP,194,0.556,1.0,1.0,0.993,0.042
ENFC,85,0.063,0.531,0.24,0.27,0.116
ENG,194,0.063,1.0,0.259,0.302,0.181
ENLV,194,0.05,1.0,0.278,0.379,0.279
ENOB,194,0.126,0.974,0.443,0.486,0.213
ENPH,194,0.645,1.0,1.0,0.994,0.036
ENSG,194,0.405,1.0,0.987,0.963,0.067
ENT,194,0.253,1.0,0.632,0.649,0.217
ENTA,194,0.481,1.0,0.949,0.927,0.071
ENTG,194,0.544,1.0,1.0,0.992,0.048
ENTX,171,0.012,0.379,0.075,0.1,0.082
ENTXW,59,0.012,0.164,0.025,0.034,0.029
ENZL,194,0.113,0.936,0.341,0.39,0.182
EOLS,194,0.544,1.0,0.987,0.969,0.059
EPAY,194,0.481,1.0,0.987,0.965,0.059
EPIX,194,0.025,0.962,0.253,0.295,0.182
EPSN,183,0.012,0.721,0.088,0.125,0.12
EPZM,194,0.253,1.0,1.0,0.986,0.071
EQ,194,0.012,0.835,0.227,0.251,0.156
EQBK,194,0.177,0.911,0.531,0.548,0.135
EQIX,194,0.493,1.0,1.0,0.982,0.052
EQRR,142,0.012,0.139,0.025,0.028,0.023
ERI,194,0.544,1.0,1.0,0.992,0.048
ERIC,194,0.556,1.0,1.0,0.993,0.047
ERIE,194,0.405,1.0,0.86,0.833,0.116
ERII,194,0.518,1.0,0.949,0.936,0.067
ERYP,104,0.012,0.556,0.025,0.057,0.078
ESBK,193,0.012,0.405,0.101,0.106,0.067
ESCA,194,0.012,0.645,0.24,0.263,0.139
ESEA,194,0.025,0.949,0.291,0.347,0.199
ESGD,194,0.417,1.0,0.835,0.828,0.13
ESGE,194,0.493,1.0,0.866,0.852,0.138
ESGG,19,0.012,0.075,0.037,0.036,0.02
ESGR,194,0.177,0.949,0.582,0.566,0.155
ESGRO,194,0.063,0.835,0.227,0.266,0.134
ESGRP,194,0.088,0.924,0.303,0.358,0.172
ESGU,194,0.189,1.0,0.588,0.682,0.273
ESLT,194,0.088,0.772,0.354,0.38,0.157
ESPO,102,0.202,1.0,0.708,0.684,0.201
ESPR,194,0.544,1.0,1.0,0.986,0.049
ESQ,194,0.012,0.708,0.215,0.23,0.133
ESSA,194,0.012,0.721,0.208,0.228,0.124
ESSC,23,0.012,0.101,0.025,0.025,0.02
ESSCR,12,0.012,0.139,0.018,0.035,0.036
ESSCU,41,0.012,0.493,0.063,0.096,0.094
ESSCW,14,0.012,0.05,0.025,0.024,0.013
ESTA,194,0.24,1.0,0.746,0.732,0.149
ESTR,126,0.012,1.0,0.423,0.45,0.326
ESTRW,57,0.012,0.215,0.025,0.037,0.038
ESXB,194,0.037,0.949,0.316,0.37,0.209
ETFC,194,0.544,1.0,1.0,0.993,0.047
ETNB,123,0.164,1.0,0.506,0.541,0.211
ETON,194,0.202,1.0,0.544,0.567,0.164
ETSY,194,0.556,1.0,1.0,0.993,0.043
ETTX,194,0.012,0.746,0.164,0.187,0.126
EUFN,194,0.531,1.0,0.987,0.972,0.055
EVBG,194,0.506,1.0,1.0,0.985,0.053
EVER,194,0.531,1.0,0.987,0.959,0.075
EVFM,194,0.088,1.0,0.556,0.568,0.245
EVGBC,3,0.012,0.012,0.012,0.012,0.0
EVGN,171,0.012,0.898,0.075,0.102,0.128
EVK,108,0.012,0.417,0.025,0.058,0.084
EVLMC,2,0.012,0.012,0.012,0.012,0.0
EVLO,194,0.088,0.987,0.468,0.488,0.199
EVOK,194,0.202,1.0,0.62,0.628,0.183
EVOL,194,0.025,0.582,0.164,0.187,0.103
EVOP,194,0.417,1.0,0.987,0.957,0.07
EVSI,194,0.012,0.911,0.259,0.343,0.239
EVSIW,112,0.012,0.481,0.063,0.09,0.097
EVSTC,5,0.012,0.012,0.012,0.012,0.0
EWBC,194,0.544,1.0,1.0,0.992,0.048
EWJE,105,0.012,0.177,0.025,0.028,0.025
EWJV,138,0.012,0.164,0.037,0.04,0.031
EWZS,194,0.088,1.0,0.537,0.546,0.226
EXAS,194,0.569,1.0,1.0,0.993,0.046
EXC,156,0.544,1.0,1.0,0.992,0.052
EXEL,194,0.544,1.0,1.0,0.993,0.047
EXFO,194,0.063,0.911,0.265,0.289,0.155
EXLS,194,0.443,1.0,0.886,0.877,0.097
EXPC,66,0.012,0.987,0.037,0.087,0.167
EXPCU,86,0.012,0.734,0.025,0.049,0.086
EXPCW,22,0.012,0.075,0.012,0.024,0.018
EXPD,194,0.544,1.0,1.0,0.993,0.047
EXPE,194,0.569,1.0,1.0,0.993,0.045
EXPI,194,0.493,1.0,0.911,0.884,0.097
EXPO,194,0.417,1.0,0.974,0.953,0.064
EXTR,194,0.544,1.0,1.0,0.992,0.048
EYE,194,0.544,1.0,1.0,0.991,0.049
EYEG,194,0.05,1.0,0.468,0.487,0.241
EYEGW,104,0.012,0.974,0.025,0.056,0.138
EYEN,194,0.075,0.936,0.43,0.451,0.175
EYES,194,0.278,1.0,0.683,0.664,0.182
EYESW,163,0.012,0.341,0.037,0.052,0.052
EYPT,194,0.544,1.0,0.962,0.928,0.084
EZPW,194,0.506,1.0,1.0,0.979,0.054
FAAR,194,0.012,0.569,0.119,0.139,0.084
FAB,194,0.012,0.443,0.113,0.121,0.068
FAD,194,0.012,0.594,0.139,0.159,0.085
FALN,194,0.139,0.962,0.443,0.474,0.144
FAMI,192,0.037,1.0,0.278,0.353,0.247
FANG,194,0.556,1.0,1.0,0.993,0.047
FANH,194,0.417,1.0,0.873,0.849,0.102
FARM,194,0.303,1.0,0.759,0.75,0.134
FARO,194,0.379,1.0,0.803,0.786,0.132
FAST,194,0.544,1.0,1.0,0.993,0.048
FAT,192,0.012,0.417,0.101,0.118,0.089
FATE,194,0.544,1.0,1.0,0.991,0.049
FB,194,0.784,1.0,1.0,0.995,0.025
FBIO,194,0.392,1.0,0.936,0.886,0.128
FBIOP,193,0.012,0.911,0.164,0.211,0.151
FBIZ,194,0.037,0.784,0.246,0.269,0.117
FBMS,194,0.253,1.0,0.632,0.631,0.165
FBNC,194,0.329,0.987,0.784,0.776,0.12
FBSS,153,0.012,0.405,0.037,0.052,0.048
FBZ,193,0.012,0.974,0.139,0.17,0.143
FCA,158,0.012,0.367,0.037,0.044,0.044
FCAL,194,0.012,0.62,0.101,0.11,0.071
FCAN,121,0.012,0.063,0.025,0.023,0.013
FCAP,192,0.012,0.544,0.101,0.122,0.086
FCBC,194,0.113,0.974,0.481,0.487,0.181
FCBP,194,0.012,0.708,0.227,0.251,0.127
FCCO,193,0.012,0.582,0.139,0.159,0.111
FCCY,194,0.012,0.696,0.177,0.208,0.13
FCEF,192,0.012,0.594,0.113,0.129,0.083
FCEL,194,0.797,1.0,1.0,0.995,0.024
FCFS,194,0.481,1.0,0.974,0.956,0.067
FCNCA,194,0.215,0.784,0.481,0.48,0.115
FCNCP,39,0.278,0.962,0.582,0.611,0.23
FCSC,85,0.101,1.0,0.303,0.357,0.169
FCVT,194,0.151,0.987,0.354,0.391,0.145
FDBC,192,0.012,0.443,0.088,0.097,0.079
FDEF,194,0.253,1.0,0.848,0.801,0.169
FDIV,194,0.025,0.417,0.126,0.138,0.072
FDNI,153,0.012,0.227,0.05,0.067,0.051
FDT,194,0.24,1.0,0.676,0.681,0.135
FDTS,128,0.012,0.151,0.025,0.036,0.03
FDUS,194,0.43,1.0,0.784,0.784,0.137
FDUSG,130,0.012,0.67,0.075,0.102,0.123
FDUSL,184,0.012,0.265,0.037,0.052,0.045
FDUSZ,191,0.012,0.341,0.063,0.08,0.053
FEIM,187,0.012,0.569,0.101,0.129,0.093
FELE,194,0.443,1.0,0.924,0.896,0.09
FEM,194,0.367,1.0,0.835,0.823,0.111
FEMB,194,0.139,1.0,0.468,0.477,0.176
FEMS,194,0.088,0.911,0.341,0.404,0.19
FENC,194,0.063,1.0,0.379,0.419,0.234
FEP,194,0.227,0.974,0.632,0.649,0.14
FEUZ,192,0.012,0.974,0.075,0.126,0.153
FEX,194,0.202,1.0,0.658,0.666,0.15
FEYE,194,0.556,1.0,1.0,0.993,0.047
FFBC,194,0.531,1.0,1.0,0.979,0.052
FFBW,173,0.012,0.67,0.101,0.13,0.111
FFHL,193,0.012,0.987,0.189,0.255,0.214
FFIC,194,0.379,1.0,0.784,0.778,0.13
FFIN,194,0.481,1.0,1.0,0.982,0.056
FFIV,194,0.556,1.0,1.0,0.992,0.047
FFNW,194,0.025,0.481,0.183,0.192,0.087
FFWM,194,0.405,1.0,0.797,0.791,0.126
FGBI,193,0.012,0.582,0.113,0.125,0.086
FGEN,194,0.544,1.0,1.0,0.99,0.049
FGM,193,0.012,0.898,0.075,0.119,0.13
FHB,194,0.544,1.0,1.0,0.989,0.049
FHK,87,0.012,0.113,0.012,0.024,0.02
FHL,22,0.468,0.911,0.695,0.695,0.13
FIBK,194,0.518,1.0,0.962,0.939,0.07
FID,193,0.012,0.759,0.101,0.117,0.091
FINX,194,0.392,1.0,0.828,0.807,0.144
FISI,194,0.164,0.898,0.481,0.499,0.152
FISV,194,0.569,1.0,1.0,0.993,0.045
FITB,194,0.544,1.0,1.0,0.993,0.048
FITBI,194,0.126,0.924,0.367,0.408,0.169
FITBO,151,0.139,0.987,0.455,0.471,0.224
FITBP,176,0.025,0.924,0.126,0.156,0.136
FIVE,194,0.544,1.0,1.0,0.992,0.048
FIVN,194,0.544,1.0,1.0,0.991,0.049
FIXD,194,0.379,1.0,0.886,0.877,0.094
FIXX,194,0.531,1.0,0.949,0.928,0.072
FIZZ,194,0.544,1.0,1.0,0.983,0.05
FJP,193,0.012,0.721,0.151,0.182,0.117
FKO,110,0.012,0.24,0.025,0.035,0.035
FKU,178,0.012,0.632,0.05,0.07,0.071
FLDM,194,0.531,1.0,1.0,0.982,0.051
FLEX,194,0.544,1.0,1.0,0.993,0.048
FLGT,194,0.392,1.0,0.949,0.867,0.159
FLIC,194,0.329,0.987,0.683,0.663,0.158
FLIR,194,0.556,1.0,1.0,0.991,0.047
FLL,194,0.05,1.0,0.582,0.564,0.241
FLLC,54,0.012,0.936,0.037,0.081,0.146
FLLCR,40,0.012,0.354,0.031,0.05,0.065
FLLCU,118,0.012,0.518,0.05,0.076,0.08
FLLCW,30,0.012,0.139,0.018,0.035,0.035
FLMN,194,0.379,1.0,0.886,0.879,0.095
FLMNW,79,0.012,0.088,0.012,0.024,0.018
FLN,192,0.012,0.949,0.113,0.162,0.163
FLNT,194,0.493,1.0,0.936,0.921,0.076
FLWS,194,0.518,1.0,1.0,0.981,0.052
FLXN,194,0.531,1.0,1.0,0.991,0.049
FLXS,194,0.126,0.873,0.443,0.464,0.144
FMAO,194,0.037,0.443,0.164,0.186,0.09
FMB,194,0.392,1.0,0.81,0.811,0.087
FMBH,194,0.101,0.822,0.354,0.382,0.158
FMBI,194,0.544,1.0,1.0,0.989,0.049
FMCI,129,0.012,0.443,0.037,0.057,0.056
FMCIU,53,0.012,0.139,0.025,0.029,0.025
FMCIW,167,0.012,0.759,0.025,0.051,0.077
FMHI,193,0.012,0.746,0.151,0.172,0.095
FMK,187,0.012,0.518,0.05,0.059,0.049
FMNB,194,0.151,1.0,0.569,0.597,0.219
FNCB,194,0.012,0.683,0.189,0.206,0.121
FNHC,194,0.227,1.0,0.708,0.696,0.145
FNJN,194,0.063,0.987,0.405,0.444,0.171
FNK,194,0.012,0.708,0.088,0.11,0.089
FNKO,194,0.544,1.0,1.0,0.991,0.048
FNLC,194,0.037,0.531,0.215,0.227,0.104
FNSR,22,0.911,1.0,1.0,0.987,0.024
FNWB,194,0.05,0.67,0.24,0.266,0.111
FNX,194,0.151,0.936,0.506,0.527,0.153
FNY,194,0.189,0.898,0.455,0.481,0.149
FOCS,194,0.392,1.0,0.962,0.925,0.084
FOLD,194,0.544,1.0,1.0,0.993,0.048
FOMX,146,0.506,1.0,0.987,0.961,0.074
FONR,194,0.126,0.81,0.43,0.45,0.127
FORD,194,0.025,0.784,0.215,0.26,0.156
FORK,184,0.012,0.911,0.063,0.097,0.105
FORM,194,0.544,1.0,1.0,0.988,0.05
FORR,194,0.316,0.949,0.658,0.658,0.124
FORTY,77,0.012,0.126,0.025,0.024,0.018
FOSL,194,0.544,1.0,1.0,0.992,0.048
FOX,194,0.544,1.0,1.0,0.993,0.048
FOXA,194,0.544,1.0,1.0,0.993,0.048
FOXF,194,0.455,1.0,0.962,0.941,0.071
FPA,178,0.012,0.911,0.037,0.077,0.147
FPAY,194,0.202,1.0,0.651,0.636,0.193
FPAYW,100,0.012,0.544,0.05,0.073,0.087
FPRX,194,0.506,1.0,0.974,0.951,0.069
FPXE,106,0.012,0.101,0.012,0.019,0.014
FPXI,193,0.025,0.81,0.189,0.215,0.136
FRAF,194,0.012,0.506,0.113,0.141,0.102
FRAN,194,0.43,1.0,0.835,0.812,0.145
FRBA,194,0.05,0.784,0.316,0.338,0.149
FRBK,194,0.518,1.0,0.898,0.868,0.109
FRED,22,0.392,0.746,0.537,0.567,0.106
FREQ,150,0.291,1.0,0.803,0.785,0.134
FRG,118,0.012,0.924,0.43,0.417,0.213
FRGI,194,0.493,1.0,0.974,0.955,0.064
FRHC,142,0.265,1.0,0.67,0.667,0.147
FRME,194,0.443,1.0,0.949,0.928,0.074
FRPH,194,0.012,0.556,0.151,0.178,0.113
FRPT,194,0.518,1.0,1.0,0.981,0.052
FRSX,193,0.025,1.0,0.177,0.232,0.195
FRTA,194,0.544,1.0,0.974,0.952,0.073
FSBC,140,0.012,0.556,0.037,0.065,0.07
FSBW,194,0.012,0.594,0.215,0.239,0.124
FSCT,194,0.518,1.0,1.0,0.989,0.05
FSEA,164,0.012,0.354,0.056,0.085,0.077
FSFG,184,0.012,0.341,0.075,0.086,0.065
FSLR,194,0.556,1.0,1.0,0.993,0.047
FSRV,65,0.012,0.405,0.025,0.053,0.071
FSRVU,95,0.012,0.481,0.037,0.051,0.077
FSRVW,38,0.012,0.101,0.025,0.03,0.022
FSTR,194,0.189,0.784,0.43,0.447,0.139
FSV,194,0.24,1.0,0.708,0.688,0.169
FSZ,191,0.012,0.898,0.101,0.134,0.128
FTA,194,0.303,0.987,0.759,0.759,0.124
FTAC,140,0.012,0.253,0.037,0.044,0.044
FTACU,98,0.012,0.746,0.012,0.045,0.103
FTACW,154,0.012,0.873,0.05,0.077,0.113
FTAG,116,0.012,0.291,0.012,0.024,0.03
FTC,194,0.278,0.987,0.62,0.646,0.14
FTCS,194,0.518,1.0,0.987,0.98,0.051
FTDR,194,0.518,1.0,1.0,0.981,0.051
FTEK,194,0.05,0.721,0.291,0.317,0.126
FTEO,31,0.012,0.088,0.012,0.029,0.024
FTFT,194,0.101,1.0,0.468,0.467,0.215
FTGC,194,0.151,0.708,0.379,0.4,0.112
FTHI,194,0.075,0.569,0.227,0.247,0.091
FTLB,175,0.012,0.164,0.037,0.04,0.027
FTNT,194,0.569,1.0,1.0,0.993,0.045
FTR,184,0.556,1.0,1.0,0.989,0.048
FTRI,173,0.012,0.151,0.037,0.042,0.029
FTSL,194,0.506,1.0,0.924,0.915,0.068
FTSM,194,0.531,1.0,1.0,0.985,0.049
FTSV,146,0.544,1.0,0.949,0.921,0.096
FTXD,156,0.012,0.303,0.037,0.041,0.038
FTXG,157,0.012,0.62,0.037,0.044,0.06
FTXH,174,0.012,0.379,0.043,0.066,0.065
FTXL,193,0.012,0.86,0.215,0.217,0.119
FTXN,175,0.012,0.797,0.063,0.103,0.125
FTXO,194,0.151,0.987,0.493,0.524,0.192
FTXR,162,0.012,0.822,0.025,0.046,0.077
FULC,194,0.189,0.962,0.582,0.595,0.182
FULT,194,0.544,1.0,1.0,0.992,0.048
FUNC,194,0.037,0.759,0.303,0.316,0.137
FUND,194,0.088,0.848,0.278,0.312,0.15
FUSB,187,0.012,0.291,0.075,0.087,0.057
FUTU,140,0.227,0.987,0.62,0.638,0.177
FUV,194,0.139,1.0,0.645,0.635,0.213
FV,194,0.379,1.0,0.924,0.913,0.073
FVC,194,0.063,0.962,0.43,0.444,0.128
FVCB,194,0.025,0.962,0.291,0.319,0.169
FVE,194,0.012,1.0,0.461,0.496,0.345
FWONA,194,0.227,1.0,0.803,0.784,0.165
FWONK,194,0.544,1.0,1.0,0.989,0.047
FWP,192,0.012,0.898,0.107,0.182,0.179
FWRD,194,0.367,1.0,0.911,0.888,0.096
FXNC,140,0.012,0.392,0.025,0.04,0.044
FYC,194,0.101,0.886,0.392,0.413,0.132
FYT,194,0.025,0.645,0.151,0.178,0.104
FYX,194,0.202,0.949,0.518,0.542,0.155
GABC,194,0.329,0.962,0.632,0.629,0.135
GAIA,194,0.303,1.0,0.772,0.753,0.134
GAIN,194,0.518,1.0,0.911,0.884,0.105
GAINL,194,0.012,0.696,0.075,0.107,0.102
GAINM,194,0.012,0.468,0.075,0.111,0.095
GALT,194,0.468,1.0,0.886,0.862,0.097
GAN,3,0.924,1.0,1.0,0.974,0.043
GARS,194,0.126,0.949,0.411,0.457,0.216
GASS,194,0.088,0.974,0.322,0.355,0.171
GBCI,194,0.468,1.0,0.987,0.976,0.055
GBDC,194,0.544,1.0,1.0,0.966,0.069
GBDCR,18,0.341,1.0,0.968,0.876,0.19
GBLI,194,0.025,0.607,0.215,0.232,0.119
GBLIL,194,0.025,0.607,0.126,0.152,0.097
GBLIZ,190,0.012,0.531,0.101,0.132,0.093
GBT,194,0.544,1.0,1.0,0.992,0.047
GCBC,192,0.012,0.443,0.063,0.079,0.067
GCVRZ,146,0.012,0.835,0.151,0.199,0.161
GDEN,194,0.303,1.0,0.86,0.852,0.117
GDS,194,0.544,1.0,1.0,0.992,0.048
GDYN,44,0.202,0.987,0.613,0.639,0.215
GDYNW,30,0.012,0.746,0.05,0.089,0.141
GEC,190,0.012,0.734,0.126,0.164,0.136
GECC,194,0.215,0.987,0.461,0.482,0.152
GECCL,178,0.012,0.556,0.063,0.105,0.099
GECCM,184,0.012,0.43,0.05,0.064,0.056
GECCN,190,0.012,0.379,0.088,0.094,0.062
GEMP,85,0.189,0.974,0.354,0.409,0.172
GENC,194,0.037,0.911,0.265,0.293,0.167
GENE,194,0.063,1.0,0.373,0.427,0.25
GENY,180,0.012,0.607,0.05,0.088,0.102
GEOS,194,0.291,0.949,0.658,0.647,0.13
GERN,194,0.582,1.0,1.0,0.99,0.045
GEVO,194,0.278,1.0,0.67,0.671,0.159
GFED,175,0.012,0.265,0.05,0.055,0.038
GFN,194,0.037,0.784,0.316,0.341,0.154
GFNCP,159,0.012,0.202,0.025,0.037,0.029
GFNSL,178,0.012,0.443,0.037,0.055,0.054
GGAL,194,0.544,1.0,1.0,0.992,0.048
GH,194,0.544,1.0,1.0,0.992,0.048
GHDX,22,0.848,1.0,0.987,0.972,0.04
GHIV,15,0.012,0.075,0.012,0.022,0.016
GHIVU,62,0.012,0.886,0.107,0.181,0.202
GHIVW,8,0.012,0.025,0.012,0.015,0.006
GHSI,194,0.253,1.0,1.0,0.969,0.109
GIFI,194,0.202,1.0,0.506,0.539,0.181
GIGE,158,0.012,0.113,0.025,0.029,0.019
GIGM,192,0.012,0.67,0.126,0.156,0.116
GIII,194,0.544,1.0,1.0,0.992,0.048
GILD,194,0.569,1.0,1.0,0.993,0.045
GILT,194,0.05,1.0,0.303,0.512,0.38
GLAC,15,0.012,0.05,0.012,0.021,0.013
GLACR,10,0.012,0.189,0.043,0.062,0.06
GLACW,6,0.012,0.037,0.012,0.018,0.01
GLAD,194,0.455,1.0,0.848,0.845,0.117
GLADD,189,0.012,0.405,0.05,0.072,0.061
GLADL,126,0.012,0.417,0.063,0.079,0.072
GLADN,21,0.012,0.151,0.05,0.064,0.041
GLBS,194,0.316,1.0,0.689,0.696,0.161
GLBZ,132,0.012,0.278,0.025,0.04,0.041
GLDD,194,0.518,1.0,0.987,0.977,0.054
GLDI,194,0.037,0.734,0.215,0.237,0.111
GLG,194,0.063,0.974,0.303,0.336,0.171
GLIBA,194,0.544,1.0,1.0,0.978,0.053
GLIBP,185,0.012,0.556,0.075,0.103,0.093
GLMD,194,0.24,0.974,0.556,0.558,0.167
GLNG,194,0.544,1.0,1.0,0.992,0.048
GLPG,194,0.481,1.0,0.873,0.85,0.115
GLPI,194,0.544,1.0,1.0,0.992,0.049
GLRE,194,0.417,1.0,0.892,0.873,0.1
GLUU,194,0.544,1.0,1.0,0.993,0.047
GLYC,194,0.531,1.0,0.955,0.925,0.078
GMAB,194,0.531,1.0,0.974,0.939,0.078
GMBL,18,0.43,0.987,0.708,0.714,0.124
GMBLW,18,0.063,0.468,0.183,0.209,0.107
GMDA,194,0.025,0.784,0.202,0.233,0.133
GMHI,100,0.012,0.62,0.037,0.079,0.101
GMHIU,102,0.012,0.189,0.025,0.03,0.026
GMHIW,83,0.012,0.265,0.025,0.036,0.038
GMLP,194,0.531,1.0,0.962,0.937,0.073
GMLPP,194,0.05,0.911,0.259,0.343,0.216
GNCA,194,0.164,0.987,0.683,0.671,0.154
GNFT,194,0.113,0.987,0.436,0.454,0.183
GNLN,194,0.392,1.0,0.873,0.846,0.124
GNMA,194,0.101,0.81,0.297,0.334,0.134
GNMK,194,0.43,1.0,0.974,0.952,0.074
GNMX,127,0.43,1.0,0.898,0.874,0.112
GNOM,189,0.012,0.848,0.113,0.149,0.151
GNPX,194,0.05,1.0,0.816,0.685,0.328
GNRSU,49,0.012,0.949,0.05,0.11,0.201
GNSS,136,0.075,0.987,0.493,0.527,0.23
GNTX,194,0.544,1.0,1.0,0.992,0.048
GNTY,194,0.05,0.746,0.24,0.276,0.144
GNUS,194,0.101,1.0,0.632,0.615,0.225
GO,194,0.518,1.0,1.0,0.985,0.053
GOGL,194,0.544,1.0,0.962,0.943,0.07
GOGO,194,0.544,1.0,1.0,0.992,0.046
GOOD,194,0.493,1.0,0.936,0.914,0.083
GOODM,191,0.012,0.493,0.075,0.109,0.094
GOODN,149,0.012,0.607,0.126,0.153,0.103
GOODO,18,0.012,0.227,0.025,0.042,0.05
GOODP,21,0.012,0.113,0.037,0.036,0.023
GOOG,194,0.569,1.0,1.0,0.993,0.041
GOOGL,194,0.569,1.0,1.0,0.993,0.043
GOSS,194,0.544,1.0,0.987,0.971,0.058
GPAQ,125,0.012,0.24,0.025,0.041,0.041
GPAQU,21,0.012,0.101,0.012,0.024,0.022
GPAQW,109,0.012,0.544,0.025,0.038,0.056
GPOR,194,0.556,1.0,1.0,0.993,0.044
GPP,194,0.113,0.987,0.588,0.572,0.207
GPRE,194,0.531,1.0,1.0,0.988,0.049
GPRO,194,0.645,1.0,1.0,0.994,0.035
GRBK,194,0.253,0.987,0.784,0.756,0.165
GRFS,194,0.544,1.0,1.0,0.988,0.05
GRID,192,0.012,0.341,0.075,0.085,0.052
GRIF,192,0.012,0.443,0.088,0.105,0.071
GRIL,59,0.139,0.987,0.405,0.472,0.227
GRIN,182,0.012,0.936,0.119,0.184,0.175
GRMN,194,0.556,1.0,1.0,0.993,0.047
GRNQ,190,0.012,0.683,0.113,0.152,0.129
